sim_id 501: ml_ate=-0.0945 ml_ey1=0.2415 ml_ey0=0.3360   [1 this run, 25.1s/dataset]
sim_id 545: ml_ate=-0.1032 ml_ey1=0.2341 ml_ey0=0.3373   [45 this run, 30.3s/dataset]
sim_id 546: ml_ate=-0.0438 ml_ey1=0.2801 ml_ey0=0.3239   [46 this run, 30.3s/dataset]
sim_id 547: ml_ate=-0.0698 ml_ey1=0.2731 ml_ey0=0.3429   [47 this run, 30.2s/dataset]
sim_id 548: ml_ate=-0.0845 ml_ey1=0.2233 ml_ey0=0.3078   [48 this run, 30.2s/dataset]
sim_id 549: ml_ate=-0.0489 ml_ey1=0.2773 ml_ey0=0.3261   [49 this run, 30.1s/dataset]
sim_id 550: ml_ate=-0.0557 ml_ey1=0.2709 ml_ey0=0.3266   [50 this run, 30.3s/dataset]
sim_id 551: ml_ate=-0.0916 ml_ey1=0.2624 ml_ey0=0.3541   [51 this run, 30.5s/dataset]
sim_id 552: ml_ate=-0.0318 ml_ey1=0.2745 ml_ey0=0.3063   [52 this run, 30.5s/dataset]
sim_id 553: ml_ate=-0.0524 ml_ey1=0.2701 ml_ey0=0.3225   [53 this run, 30.2s/dataset]
sim_id 554: ml_ate=-0.0820 ml_ey1=0.2441 ml_ey0=0.3261   [54 this run, 30.0s/dataset]
sim_id 555: ml_ate=-0.0426 ml_ey1=0.2718 ml_ey0=0.3144   [55 this run, 29.8s/dataset]
sim_id 556: ml_ate=-0.0583 ml_ey1=0.2581 ml_ey0=0.3164   [56 this run, 29.6s/dataset]
sim_id 557: ml_ate=-0.0823 ml_ey1=0.2486 ml_ey0=0.3309   [57 this run, 29.4s/dataset]
sim_id 558: ml_ate=-0.1213 ml_ey1=0.2387 ml_ey0=0.3600   [58 this run, 29.1s/dataset]
sim_id 559: ml_ate=-0.0662 ml_ey1=0.2535 ml_ey0=0.3196   [59 this run, 29.0s/dataset]
sim_id 560: ml_ate=-0.0747 ml_ey1=0.2464 ml_ey0=0.3211   [60 this run, 28.8s/dataset]
sim_id 561: ml_ate=-0.0858 ml_ey1=0.2579 ml_ey0=0.3436   [61 this run, 28.6s/dataset]
sim_id 562: ml_ate=-0.0895 ml_ey1=0.2593 ml_ey0=0.3488   [62 this run, 28.4s/dataset]
sim_id 563: ml_ate=-0.0790 ml_ey1=0.2458 ml_ey0=0.3248   [63 this run, 28.2s/dataset]
sim_id 564: ml_ate=-0.0275 ml_ey1=0.2848 ml_ey0=0.3123   [64 this run, 28.1s/dataset]
sim_id 565: ml_ate=-0.0831 ml_ey1=0.2485 ml_ey0=0.3316   [65 this run, 27.9s/dataset]
sim_id 566: ml_ate=-0.0778 ml_ey1=0.2566 ml_ey0=0.3344   [66 this run, 27.7s/dataset]
sim_id 567: ml_ate=-0.0733 ml_ey1=0.2674 ml_ey0=0.3407   [67 this run, 27.7s/dataset]
sim_id 568: ml_ate=-0.0760 ml_ey1=0.2553 ml_ey0=0.3313   [68 this run, 27.5s/dataset]
sim_id 569: ml_ate=-0.0529 ml_ey1=0.2542 ml_ey0=0.3071   [69 this run, 27.4s/dataset]
sim_id 570: ml_ate=-0.1025 ml_ey1=0.2495 ml_ey0=0.3520   [70 this run, 27.2s/dataset]
sim_id 571: ml_ate=-0.0595 ml_ey1=0.2686 ml_ey0=0.3281   [71 this run, 27.1s/dataset]
sim_id 572: ml_ate=-0.0828 ml_ey1=0.2456 ml_ey0=0.3283   [72 this run, 26.9s/dataset]
sim_id 573: ml_ate=-0.0728 ml_ey1=0.2323 ml_ey0=0.3051   [73 this run, 26.8s/dataset]
sim_id 574: ml_ate=-0.0496 ml_ey1=0.2819 ml_ey0=0.3315   [74 this run, 26.7s/dataset]
sim_id 575: ml_ate=-0.0702 ml_ey1=0.2541 ml_ey0=0.3243   [75 this run, 26.6s/dataset]
sim_id 576: ml_ate=-0.0319 ml_ey1=0.2885 ml_ey0=0.3204   [76 this run, 26.4s/dataset]
sim_id 577: ml_ate=-0.0280 ml_ey1=0.2818 ml_ey0=0.3097   [77 this run, 26.3s/dataset]
sim_id 578: ml_ate=-0.0593 ml_ey1=0.2386 ml_ey0=0.2979   [78 this run, 26.2s/dataset]
sim_id 579: ml_ate=-0.0813 ml_ey1=0.2624 ml_ey0=0.3436   [79 this run, 26.1s/dataset]
sim_id 580: ml_ate=-0.0617 ml_ey1=0.2505 ml_ey0=0.3121   [80 this run, 26.0s/dataset]
sim_id 581: ml_ate=-0.0896 ml_ey1=0.2359 ml_ey0=0.3255   [81 this run, 25.9s/dataset]
sim_id 582: ml_ate=-0.0607 ml_ey1=0.2650 ml_ey0=0.3257   [82 this run, 25.8s/dataset]
sim_id 583: ml_ate=-0.0750 ml_ey1=0.2520 ml_ey0=0.3270   [83 this run, 25.7s/dataset]
sim_id 584: ml_ate=-0.0506 ml_ey1=0.2766 ml_ey0=0.3272   [84 this run, 25.6s/dataset]
sim_id 585: ml_ate=-0.1273 ml_ey1=0.1942 ml_ey0=0.3215   [85 this run, 25.5s/dataset]
sim_id 586: ml_ate=-0.0811 ml_ey1=0.2462 ml_ey0=0.3272   [86 this run, 25.4s/dataset]
sim_id 587: ml_ate=-0.0466 ml_ey1=0.2721 ml_ey0=0.3187   [87 this run, 25.3s/dataset]
sim_id 588: ml_ate=-0.0967 ml_ey1=0.2551 ml_ey0=0.3518   [88 this run, 25.2s/dataset]
sim_id 589: ml_ate=-0.1176 ml_ey1=0.2333 ml_ey0=0.3509   [89 this run, 25.2s/dataset]
sim_id 590: ml_ate=-0.0895 ml_ey1=0.2433 ml_ey0=0.3328   [90 this run, 25.1s/dataset]
sim_id 591: ml_ate=-0.0698 ml_ey1=0.2551 ml_ey0=0.3249   [91 this run, 25.0s/dataset]
sim_id 592: ml_ate=-0.0731 ml_ey1=0.2646 ml_ey0=0.3377   [92 this run, 24.9s/dataset]
sim_id 593: ml_ate=-0.0646 ml_ey1=0.2610 ml_ey0=0.3256   [93 this run, 24.8s/dataset]
sim_id 594: ml_ate=-0.0522 ml_ey1=0.2685 ml_ey0=0.3208   [94 this run, 24.7s/dataset]
sim_id 595: ml_ate=-0.0657 ml_ey1=0.2607 ml_ey0=0.3264   [95 this run, 24.6s/dataset]
sim_id 596: ml_ate=-0.0698 ml_ey1=0.2559 ml_ey0=0.3256   [96 this run, 24.6s/dataset]
sim_id 597: ml_ate=-0.0825 ml_ey1=0.2772 ml_ey0=0.3597   [97 this run, 24.5s/dataset]
sim_id 598: ml_ate=-0.1258 ml_ey1=0.2287 ml_ey0=0.3545   [98 this run, 24.4s/dataset]
sim_id 599: ml_ate=-0.0657 ml_ey1=0.2659 ml_ey0=0.3316   [99 this run, 24.4s/dataset]
sim_id 600: ml_ate=-0.0822 ml_ey1=0.2593 ml_ey0=0.3415   [100 this run, 24.3s/dataset]
sim_id 601: ml_ate=-0.0454 ml_ey1=0.2819 ml_ey0=0.3273   [101 this run, 24.2s/dataset]
sim_id 602: ml_ate=-0.0481 ml_ey1=0.2646 ml_ey0=0.3127   [102 this run, 24.1s/dataset]
sim_id 603: ml_ate=-0.0529 ml_ey1=0.2612 ml_ey0=0.3141   [103 this run, 24.1s/dataset]
sim_id 604: ml_ate=-0.0504 ml_ey1=0.2824 ml_ey0=0.3329   [104 this run, 24.0s/dataset]
sim_id 605: ml_ate=-0.0827 ml_ey1=0.2655 ml_ey0=0.3482   [105 this run, 24.0s/dataset]
sim_id 606: ml_ate=-0.0720 ml_ey1=0.2675 ml_ey0=0.3395   [106 this run, 23.9s/dataset]
sim_id 607: ml_ate=-0.1116 ml_ey1=0.2254 ml_ey0=0.3369   [107 this run, 23.8s/dataset]
sim_id 608: ml_ate=-0.0730 ml_ey1=0.2451 ml_ey0=0.3181   [108 this run, 23.8s/dataset]
sim_id 609: ml_ate=-0.0681 ml_ey1=0.2361 ml_ey0=0.3041   [109 this run, 23.7s/dataset]
sim_id 610: ml_ate=-0.0836 ml_ey1=0.2424 ml_ey0=0.3260   [110 this run, 23.7s/dataset]
sim_id 611: ml_ate=-0.0415 ml_ey1=0.2562 ml_ey0=0.2977   [111 this run, 23.6s/dataset]
sim_id 612: ml_ate=-0.0778 ml_ey1=0.2400 ml_ey0=0.3179   [112 this run, 23.5s/dataset]
sim_id 613: ml_ate=-0.0755 ml_ey1=0.2710 ml_ey0=0.3466   [113 this run, 23.5s/dataset]
sim_id 614: ml_ate=-0.0962 ml_ey1=0.2286 ml_ey0=0.3248   [114 this run, 23.4s/dataset]
sim_id 615: ml_ate=-0.0695 ml_ey1=0.2496 ml_ey0=0.3191   [115 this run, 23.4s/dataset]
sim_id 616: ml_ate=-0.1177 ml_ey1=0.2376 ml_ey0=0.3553   [116 this run, 23.3s/dataset]
sim_id 617: ml_ate=-0.0816 ml_ey1=0.2454 ml_ey0=0.3270   [117 this run, 23.3s/dataset]
sim_id 618: ml_ate=-0.0774 ml_ey1=0.2652 ml_ey0=0.3426   [118 this run, 23.2s/dataset]
sim_id 619: ml_ate=-0.0665 ml_ey1=0.2579 ml_ey0=0.3244   [119 this run, 23.2s/dataset]
sim_id 620: ml_ate=-0.0649 ml_ey1=0.2723 ml_ey0=0.3372   [120 this run, 23.1s/dataset]
sim_id 621: ml_ate=-0.0699 ml_ey1=0.2496 ml_ey0=0.3195   [121 this run, 23.1s/dataset]
sim_id 622: ml_ate=-0.0754 ml_ey1=0.2370 ml_ey0=0.3124   [122 this run, 23.0s/dataset]
sim_id 623: ml_ate=-0.0844 ml_ey1=0.2424 ml_ey0=0.3268   [123 this run, 23.0s/dataset]
sim_id 624: ml_ate=-0.0639 ml_ey1=0.2491 ml_ey0=0.3130   [124 this run, 22.9s/dataset]
sim_id 625: ml_ate=-0.1117 ml_ey1=0.2126 ml_ey0=0.3244   [125 this run, 22.9s/dataset]
sim_id 626: ml_ate=-0.1367 ml_ey1=0.2097 ml_ey0=0.3464   [126 this run, 22.8s/dataset]
sim_id 627: ml_ate=-0.0807 ml_ey1=0.2636 ml_ey0=0.3443   [127 this run, 22.8s/dataset]
sim_id 628: ml_ate=-0.0543 ml_ey1=0.2542 ml_ey0=0.3085   [128 this run, 22.8s/dataset]
sim_id 629: ml_ate=-0.0584 ml_ey1=0.2589 ml_ey0=0.3172   [129 this run, 22.7s/dataset]
sim_id 630: ml_ate=-0.0975 ml_ey1=0.2245 ml_ey0=0.3220   [130 this run, 22.7s/dataset]
sim_id 631: ml_ate=-0.0998 ml_ey1=0.2535 ml_ey0=0.3534   [131 this run, 22.7s/dataset]
sim_id 632: ml_ate=-0.0462 ml_ey1=0.2604 ml_ey0=0.3067   [132 this run, 22.6s/dataset]
sim_id 633: ml_ate=-0.0679 ml_ey1=0.2842 ml_ey0=0.3521   [133 this run, 22.6s/dataset]
sim_id 634: ml_ate=-0.0573 ml_ey1=0.2645 ml_ey0=0.3218   [134 this run, 22.5s/dataset]
sim_id 635: ml_ate=-0.0889 ml_ey1=0.2556 ml_ey0=0.3446   [135 this run, 22.5s/dataset]
sim_id 636: ml_ate=-0.0745 ml_ey1=0.2472 ml_ey0=0.3218   [136 this run, 22.4s/dataset]
sim_id 637: ml_ate=-0.0512 ml_ey1=0.2586 ml_ey0=0.3098   [137 this run, 22.4s/dataset]
sim_id 638: ml_ate=-0.0630 ml_ey1=0.2491 ml_ey0=0.3120   [138 this run, 22.4s/dataset]
sim_id 639: ml_ate=-0.0492 ml_ey1=0.2526 ml_ey0=0.3018   [139 this run, 22.3s/dataset]
sim_id 640: ml_ate=-0.0852 ml_ey1=0.2643 ml_ey0=0.3495   [140 this run, 22.3s/dataset]
sim_id 641: ml_ate=-0.0297 ml_ey1=0.2839 ml_ey0=0.3136   [141 this run, 22.2s/dataset]
sim_id 642: ml_ate=-0.0797 ml_ey1=0.2572 ml_ey0=0.3369   [142 this run, 22.2s/dataset]
sim_id 643: ml_ate=-0.0957 ml_ey1=0.2193 ml_ey0=0.3150   [143 this run, 22.2s/dataset]
sim_id 644: ml_ate=-0.0568 ml_ey1=0.2777 ml_ey0=0.3345   [144 this run, 22.1s/dataset]
sim_id 645: ml_ate=-0.0725 ml_ey1=0.2601 ml_ey0=0.3326   [145 this run, 22.1s/dataset]
sim_id 646: ml_ate=-0.0369 ml_ey1=0.2785 ml_ey0=0.3154   [146 this run, 22.1s/dataset]
sim_id 647: ml_ate=-0.0354 ml_ey1=0.2776 ml_ey0=0.3130   [147 this run, 22.0s/dataset]
sim_id 648: ml_ate=-0.0329 ml_ey1=0.2942 ml_ey0=0.3271   [148 this run, 22.0s/dataset]
sim_id 649: ml_ate=-0.0747 ml_ey1=0.2419 ml_ey0=0.3166   [149 this run, 22.0s/dataset]
sim_id 650: ml_ate=-0.0770 ml_ey1=0.2404 ml_ey0=0.3174   [150 this run, 21.9s/dataset]
sim_id 651: ml_ate=-0.1115 ml_ey1=0.2200 ml_ey0=0.3315   [151 this run, 21.9s/dataset]
sim_id 652: ml_ate=-0.0480 ml_ey1=0.2673 ml_ey0=0.3153   [152 this run, 21.9s/dataset]
sim_id 653: ml_ate=-0.0450 ml_ey1=0.2810 ml_ey0=0.3261   [153 this run, 21.8s/dataset]
sim_id 654: ml_ate=-0.0630 ml_ey1=0.2587 ml_ey0=0.3218   [154 this run, 21.8s/dataset]
sim_id 655: ml_ate=-0.0522 ml_ey1=0.2708 ml_ey0=0.3230   [155 this run, 21.8s/dataset]
sim_id 656: ml_ate=-0.0642 ml_ey1=0.2688 ml_ey0=0.3330   [156 this run, 21.7s/dataset]
sim_id 657: ml_ate=-0.0859 ml_ey1=0.2544 ml_ey0=0.3403   [157 this run, 21.7s/dataset]
sim_id 658: ml_ate=-0.0624 ml_ey1=0.2693 ml_ey0=0.3317   [158 this run, 21.7s/dataset]
sim_id 659: ml_ate=-0.0422 ml_ey1=0.2923 ml_ey0=0.3346   [159 this run, 21.7s/dataset]
sim_id 660: ml_ate=-0.0492 ml_ey1=0.2799 ml_ey0=0.3291   [160 this run, 21.6s/dataset]
sim_id 661: ml_ate=-0.0623 ml_ey1=0.2727 ml_ey0=0.3350   [161 this run, 21.6s/dataset]
sim_id 662: ml_ate=-0.0675 ml_ey1=0.2735 ml_ey0=0.3410   [162 this run, 21.6s/dataset]
sim_id 663: ml_ate=-0.0526 ml_ey1=0.2585 ml_ey0=0.3111   [163 this run, 21.6s/dataset]
sim_id 664: ml_ate=-0.0810 ml_ey1=0.2189 ml_ey0=0.3000   [164 this run, 21.5s/dataset]
sim_id 665: ml_ate=-0.0887 ml_ey1=0.2406 ml_ey0=0.3293   [165 this run, 21.5s/dataset]
sim_id 666: ml_ate=-0.0642 ml_ey1=0.2585 ml_ey0=0.3227   [166 this run, 21.5s/dataset]
sim_id 667: ml_ate=-0.0662 ml_ey1=0.2659 ml_ey0=0.3322   [167 this run, 21.4s/dataset]
sim_id 668: ml_ate=-0.0645 ml_ey1=0.2690 ml_ey0=0.3335   [168 this run, 21.4s/dataset]
sim_id 669: ml_ate=-0.0977 ml_ey1=0.2250 ml_ey0=0.3227   [169 this run, 21.4s/dataset]
sim_id 670: ml_ate=-0.0626 ml_ey1=0.2540 ml_ey0=0.3166   [170 this run, 21.4s/dataset]
sim_id 671: ml_ate=-0.0766 ml_ey1=0.2544 ml_ey0=0.3310   [171 this run, 21.3s/dataset]
sim_id 672: ml_ate=-0.0746 ml_ey1=0.2523 ml_ey0=0.3269   [172 this run, 21.3s/dataset]
sim_id 673: ml_ate=-0.0438 ml_ey1=0.2746 ml_ey0=0.3184   [173 this run, 21.3s/dataset]
sim_id 674: ml_ate=-0.0642 ml_ey1=0.2741 ml_ey0=0.3383   [174 this run, 21.3s/dataset]
sim_id 675: ml_ate=-0.0622 ml_ey1=0.2652 ml_ey0=0.3275   [175 this run, 21.3s/dataset]
sim_id 676: ml_ate=-0.0539 ml_ey1=0.2757 ml_ey0=0.3295   [176 this run, 21.2s/dataset]
sim_id 677: ml_ate=-0.0382 ml_ey1=0.2936 ml_ey0=0.3318   [177 this run, 21.2s/dataset]
sim_id 678: ml_ate=-0.0609 ml_ey1=0.2683 ml_ey0=0.3292   [178 this run, 21.2s/dataset]
sim_id 679: ml_ate=-0.0856 ml_ey1=0.2493 ml_ey0=0.3349   [179 this run, 21.2s/dataset]
sim_id 680: ml_ate=-0.0948 ml_ey1=0.2270 ml_ey0=0.3218   [180 this run, 21.2s/dataset]
sim_id 681: ml_ate=-0.0835 ml_ey1=0.2652 ml_ey0=0.3487   [181 this run, 21.1s/dataset]
sim_id 682: ml_ate=-0.0749 ml_ey1=0.2523 ml_ey0=0.3272   [182 this run, 21.1s/dataset]
sim_id 683: ml_ate=-0.0592 ml_ey1=0.2678 ml_ey0=0.3270   [183 this run, 21.1s/dataset]
sim_id 684: ml_ate=-0.0689 ml_ey1=0.2669 ml_ey0=0.3358   [184 this run, 21.1s/dataset]
sim_id 685: ml_ate=-0.0289 ml_ey1=0.2573 ml_ey0=0.2862   [185 this run, 21.1s/dataset]
sim_id 686: ml_ate=-0.0834 ml_ey1=0.2733 ml_ey0=0.3567   [186 this run, 21.0s/dataset]
sim_id 687: ml_ate=-0.0489 ml_ey1=0.2755 ml_ey0=0.3244   [187 this run, 21.0s/dataset]
sim_id 688: ml_ate=-0.0712 ml_ey1=0.2363 ml_ey0=0.3075   [188 this run, 21.0s/dataset]
sim_id 689: ml_ate=-0.0659 ml_ey1=0.2514 ml_ey0=0.3173   [189 this run, 21.0s/dataset]
sim_id 690: ml_ate=-0.0687 ml_ey1=0.2556 ml_ey0=0.3243   [190 this run, 21.0s/dataset]
sim_id 691: ml_ate=-0.0726 ml_ey1=0.2405 ml_ey0=0.3131   [191 this run, 20.9s/dataset]
sim_id 692: ml_ate=-0.0522 ml_ey1=0.2818 ml_ey0=0.3340   [192 this run, 20.9s/dataset]
sim_id 693: ml_ate=-0.0704 ml_ey1=0.2466 ml_ey0=0.3170   [193 this run, 20.9s/dataset]
sim_id 694: ml_ate=-0.0726 ml_ey1=0.2415 ml_ey0=0.3141   [194 this run, 20.9s/dataset]
sim_id 695: ml_ate=-0.0836 ml_ey1=0.2550 ml_ey0=0.3387   [195 this run, 20.8s/dataset]
sim_id 696: ml_ate=-0.0407 ml_ey1=0.2486 ml_ey0=0.2893   [196 this run, 20.8s/dataset]
sim_id 697: ml_ate=-0.0574 ml_ey1=0.2417 ml_ey0=0.2991   [197 this run, 20.8s/dataset]
sim_id 698: ml_ate=-0.0711 ml_ey1=0.2527 ml_ey0=0.3238   [198 this run, 20.8s/dataset]
sim_id 699: ml_ate=-0.1184 ml_ey1=0.2161 ml_ey0=0.3344   [199 this run, 20.8s/dataset]
sim_id 700: ml_ate=-0.0970 ml_ey1=0.2419 ml_ey0=0.3389   [200 this run, 20.8s/dataset]
sim_id 701: ml_ate=-0.0777 ml_ey1=0.2482 ml_ey0=0.3259   [201 this run, 20.7s/dataset]
sim_id 702: ml_ate=-0.0993 ml_ey1=0.2507 ml_ey0=0.3500   [202 this run, 20.7s/dataset]
sim_id 703: ml_ate=-0.0893 ml_ey1=0.2313 ml_ey0=0.3207   [203 this run, 20.7s/dataset]
sim_id 704: ml_ate=-0.1015 ml_ey1=0.2315 ml_ey0=0.3330   [204 this run, 20.7s/dataset]
sim_id 705: ml_ate=-0.0682 ml_ey1=0.2570 ml_ey0=0.3252   [205 this run, 20.7s/dataset]
sim_id 706: ml_ate=-0.0915 ml_ey1=0.2329 ml_ey0=0.3244   [206 this run, 20.7s/dataset]
sim_id 707: ml_ate=-0.0378 ml_ey1=0.2629 ml_ey0=0.3007   [207 this run, 20.6s/dataset]
sim_id 708: ml_ate=-0.1053 ml_ey1=0.2345 ml_ey0=0.3398   [208 this run, 20.6s/dataset]
sim_id 709: ml_ate=-0.0686 ml_ey1=0.2483 ml_ey0=0.3169   [209 this run, 20.6s/dataset]
sim_id 710: ml_ate=-0.0890 ml_ey1=0.2384 ml_ey0=0.3274   [210 this run, 20.6s/dataset]
sim_id 711: ml_ate=-0.0776 ml_ey1=0.2511 ml_ey0=0.3288   [211 this run, 20.6s/dataset]
sim_id 712: ml_ate=-0.0848 ml_ey1=0.2174 ml_ey0=0.3022   [212 this run, 20.5s/dataset]
sim_id 713: ml_ate=-0.0652 ml_ey1=0.2620 ml_ey0=0.3272   [213 this run, 20.5s/dataset]
sim_id 714: ml_ate=-0.0376 ml_ey1=0.2769 ml_ey0=0.3145   [214 this run, 20.5s/dataset]
sim_id 715: ml_ate=-0.0786 ml_ey1=0.2552 ml_ey0=0.3338   [215 this run, 20.5s/dataset]
sim_id 716: ml_ate=-0.0872 ml_ey1=0.2578 ml_ey0=0.3450   [216 this run, 20.5s/dataset]
sim_id 717: ml_ate=-0.0734 ml_ey1=0.2467 ml_ey0=0.3201   [217 this run, 20.5s/dataset]
sim_id 718: ml_ate=-0.0643 ml_ey1=0.2562 ml_ey0=0.3205   [218 this run, 20.5s/dataset]
sim_id 719: ml_ate=-0.0811 ml_ey1=0.2420 ml_ey0=0.3231   [219 this run, 20.4s/dataset]
sim_id 720: ml_ate=-0.0480 ml_ey1=0.2646 ml_ey0=0.3127   [220 this run, 20.4s/dataset]
sim_id 721: ml_ate=-0.0751 ml_ey1=0.2554 ml_ey0=0.3306   [221 this run, 20.4s/dataset]
sim_id 722: ml_ate=-0.0604 ml_ey1=0.2687 ml_ey0=0.3291   [222 this run, 20.4s/dataset]
sim_id 723: ml_ate=-0.0578 ml_ey1=0.2673 ml_ey0=0.3251   [223 this run, 20.4s/dataset]
sim_id 724: ml_ate=-0.0748 ml_ey1=0.2441 ml_ey0=0.3189   [224 this run, 20.4s/dataset]
sim_id 725: ml_ate=-0.0978 ml_ey1=0.2341 ml_ey0=0.3319   [225 this run, 20.3s/dataset]
sim_id 726: ml_ate=-0.0633 ml_ey1=0.2803 ml_ey0=0.3436   [226 this run, 20.3s/dataset]
sim_id 727: ml_ate=-0.0222 ml_ey1=0.2963 ml_ey0=0.3185   [227 this run, 20.3s/dataset]
sim_id 728: ml_ate=-0.0498 ml_ey1=0.2679 ml_ey0=0.3176   [228 this run, 20.3s/dataset]
sim_id 729: ml_ate=-0.1208 ml_ey1=0.2292 ml_ey0=0.3500   [229 this run, 20.3s/dataset]
sim_id 730: ml_ate=-0.0647 ml_ey1=0.2690 ml_ey0=0.3337   [230 this run, 20.3s/dataset]
sim_id 731: ml_ate=-0.0971 ml_ey1=0.2428 ml_ey0=0.3399   [231 this run, 20.3s/dataset]
sim_id 732: ml_ate=-0.0734 ml_ey1=0.2558 ml_ey0=0.3291   [232 this run, 20.2s/dataset]
