sim_id,true_gcomp_e0,true_gcomp_se,true_ipw_e0,true_ipw_se,true_aipw_e0,true_aipw_se,true_tmle_e0,true_tmle_se,true_scaipw_e0,true_scaipw_se,true_sctmle_e0,true_sctmle_se,main_gcomp_e0,main_gcomp_se,main_ipw_e0,main_ipw_se,main_aipw_e0,main_aipw_se,main_tmle_e0,main_tmle_se,main_scaipw_e0,main_scaipw_se,main_sctmle_e0,main_sctmle_se,ml_gcomp_e0,ml_gcomp_se,ml_ipw_e0,ml_ipw_se,ml_aipw_e0,ml_aipw_se,ml_tmle_e0,ml_tmle_se,ml_scaipw_e0,ml_scaipw_se,ml_sctmle_e0,ml_sctmle_se
1,0.3560797746365433,,0.3519504823622293,0.0176977139778146,0.3669919036992914,0.0126041708974176,0.3647207414796753,0.0106308646400632,0.3927208157534608,0.03601495007812,0.3491331446284455,0.0114867003740696,0.3584735573202752,,0.3502332122025456,0.0158639472605788,0.3615754858559914,0.0125651984667752,0.3607733550208207,0.0125047395103853,0.2811466532858032,0.0523590930463948,0.3625128630692582,0.0466809376302004,0.3450673106646212,,0.3520846680766014,0.0182263149821634,0.362745532990071,0.0125706498471552,0.3621553535823419,0.0099147043123927,0.3819910944049685,0.0325951545993377,0.3546355498989103,0.0153801513027387
2,0.3476152080891694,,0.3583719351144654,0.0198587955513586,0.3496508333916551,0.0099483977592369,0.3499597427045226,0.0099182546560285,0.3528673912193111,0.019233935914539,0.3481348767011691,0.0157044047810088,0.3570006483135109,,0.3661493862509946,0.0177051116716424,0.3609892972254958,0.0127977769875609,0.3597689088329138,0.0127149657690849,0.266693172332045,0.0529051921939116,0.3429983457173524,0.0362875170540899,0.326098164251255,,0.3484338237933788,0.0173448905665681,0.3487349905301097,0.0113564384503276,0.3542295052179999,0.0099430907383793,0.357289666853985,0.0253554151126133,0.3424572764578764,0.0121257030760558
3,0.3455567631735847,,0.3514424468585054,0.022799397923997,0.3498748512620163,0.0125966452633021,0.3488579652331158,0.0124789988835544,0.3453389241773308,0.0135050549450269,0.3461449927631242,0.0174707412397016,0.3477697441615401,,0.3269290022044394,0.0137160996095509,0.3459922407738073,0.0129214327592458,0.3463324682410302,0.0129007161379463,0.3104483060383052,0.024145543381016,0.3312222064932507,0.0157576144071091,0.3267302926482235,,0.3366460266484158,0.0145519478099139,0.342927822271835,0.0116688638197531,0.3449782109505461,0.01131230069841,0.3389669580615444,0.0119324482805797,0.3411111566983231,0.0128935920294389
5,0.3297029608261762,,0.320958637317306,0.0146166274341846,0.3293565174806679,0.0136721161488617,0.3293248929763221,0.0136795460391659,0.3212694587436939,0.0246211930873599,0.3305443638108647,0.0211392340085892,0.3377515985577728,,0.3233650550806045,0.0131350017524956,0.3364925964096009,0.0124841061723442,0.3366020776045202,0.0124845226080125,0.3567071514502352,0.0345365162602662,0.3372551595648946,0.0311991799867887,0.3134823547281234,,0.3266997187715037,0.0170449457829613,0.3270541770917005,0.0139447958833437,0.3281349613948147,0.0128285511322974,0.334653805728792,0.0185147830429999,0.3276519580086386,0.0173915029303211
6,0.3536493023218519,,0.3530042730009011,0.017865613286928,0.3516133291663747,0.0105919301001269,0.3515582696455746,0.0105013100805844,0.3066513103621441,0.0429185596632607,0.36204920292287,0.0105417849138393,0.3658352257343948,,0.3563085349187525,0.0152307021451916,0.369668377690064,0.0123253773713958,0.3686382490231592,0.0122142827612761,0.3700976541496899,0.0166361614860837,0.374782152811336,0.0150857200397844,0.3372354470898721,,0.3446631022208558,0.0148007629753533,0.3512596385666966,0.0106469595118975,0.3549115195316947,0.010625181870072,0.3914399186486044,0.0284329341648625,0.366178443098919,0.0137051272669589
7,0.3389239711238349,,0.3552927679434123,0.0217633124316612,0.3439654899925876,0.0125901038858718,0.3424705966383708,0.0121255428287351,0.3997746974808628,0.0449933941354936,0.3366015406503318,0.011581927072605,0.3519766546000725,,0.384324326910165,0.023043550938528,0.3618208216037136,0.0134062824514938,0.3573215047367877,0.0128883860458409,0.4269300129850308,0.050184927662529,0.3416553758663765,0.031220921221998,0.3260755842270054,,0.3308239338658653,0.0143370761263361,0.337717516633953,0.010524447345085,0.3402729295992998,0.0102116240920295,0.3519799505870825,0.0187341738827738,0.3376554351676253,0.0141371664836923
8,0.3289616838207561,,0.3273402377873123,0.0161991440013612,0.321399238794181,0.0172715444832921,0.3226152886926715,0.0163532214265412,0.3239833213750673,0.0168432104528957,0.3321691417777485,0.015769243571797,0.3324859546266661,,0.3228334403838416,0.0142444368882537,0.3297779454957124,0.0132419076470887,0.3301646285298952,0.0132176880375361,0.3233048364527453,0.0292490774289144,0.3303633366060732,0.0208479327299101,0.3166853354474677,,0.3238704027400653,0.0134022730440165,0.3251082359969746,0.0116826709153901,0.3270295384908143,0.0117339239183477,0.3210068856432057,0.0133652659826756,0.3255384431684822,0.0120639361664972
9,0.3403822865526469,,0.3459487474911032,0.0214403289205941,0.3339518929635017,0.0148549057414117,0.3364042648287531,0.0133380689200382,0.3095612149954133,0.0250803424033877,0.3207724399178122,0.0155070772511223,0.3437453863997408,,0.3754112390260943,0.0298878657479052,0.3392054254380993,0.0346953197222569,0.3428261630607534,0.034794893611882,0.2958934256979776,0.0381973148466191,0.3240137398382225,0.0354419079545927,0.3172609560479968,,0.3369948423867106,0.0168495081103579,0.336743303825923,0.0110625036522105,0.3363017072825283,0.0110793786788054,0.3076890126546636,0.0341793123397442,0.3246842859077654,0.0304510998840702
10,0.3432275513258208,,0.3324437698748963,0.0137910488283901,0.345565752149014,0.0099768102741442,0.3457094323585428,0.0099810044691708,0.3436085105118931,0.0101574232943575,0.3422203336990442,0.0100473540409507,0.3443545739948369,,0.3387281458724699,0.0136802964437685,0.3474533830211184,0.0118486746230584,0.3470375540500539,0.0118208877166792,0.346528804714394,0.014424814389211,0.3450208410249761,0.01418392824385,0.3267187306794013,,0.3338253476475407,0.0132755624151548,0.3413707416051391,0.0103461150254241,0.3461935179741574,0.0100050469471646,0.3388861033842912,0.0111756549738209,0.3397921071714707,0.0105241016579515
11,0.3140396361225879,,0.340680606144446,0.0268946341566586,0.3271650693252267,0.0155644867014921,0.3218609684842903,0.0128229610928668,0.3570269506092604,0.0337332932208546,0.2708323003509813,0.0324228464363671,0.3206848323536736,,0.3104823126374547,0.0163376144872374,0.3219807701220099,0.0163697706898395,0.3215898978028257,0.0163592723501824,0.3357323024516313,0.0397693437649666,0.3164100181971112,0.0397249308990399,0.3003241373162324,,0.3160524761306218,0.0145098488653704,0.3148904260816267,0.0118224741231003,0.3216369645255988,0.0110998574590765,0.3289912791632821,0.0213172407661944,0.3067364408066004,0.0185338298401636
