ipw_rd,ipw_se,gcomp_rd,aipw_rd,aipw_se,tmle_rd,tmle_se,scaipw_rd,scaipw_se,sctmle_rd,sctmle_se,sim_id
-0.0966149022709224,0.0200190253087976,-0.0957535794058756,-0.1178378731387488,0.0151958521325932,-0.1248599751153696,0.0152121601629854,-0.159944300542792,0.0356378828051939,-0.1303415393230702,0.0288546458465074,501
-0.0975695963702721,0.0219691921772579,-0.0815278119141263,-0.1095710504852023,0.0155662326566546,-0.1158303271068377,0.0154540398586545,-0.1197468329614672,0.0182058819265198,-0.1177226895326171,0.0198546540040143,502
-0.0978668641628805,0.0211616624546164,-0.0849918678326718,-0.1088211786492863,0.0166143023390928,-0.1179838184347592,0.0165693419461103,-0.1150347697436009,0.0191388129736272,-0.1105447897160298,0.017852414727353,503
-0.07598111180587,0.0222162804925271,-0.0715794030557235,-0.083384561542874,0.0173213105419504,-0.0856255282065507,0.0174012979469702,-0.0908621324561998,0.0203373758230737,-0.0952035454157528,0.0202818339096648,504
-0.0789814307997508,0.0231951718591476,-0.0587723168960195,-0.0833573745757464,0.0158567057111207,-0.0950479364075997,0.0157900274117719,-0.1026182378816608,0.0215288000285671,-0.1062004384835682,0.0187070859165769,505
-0.1012482468468774,0.0216672011943857,-0.072527941168875,-0.1019334464339486,0.0163299579397854,-0.1055752556371678,0.0163480267950103,-0.0956370054435814,0.0179461268540253,-0.0970688167723847,0.0180394077190303,506
-0.0815763645486183,0.0239954273812232,-0.0668951442891596,-0.080507259870875,0.0166383473511161,-0.0843171120597159,0.0165943663488574,-0.0878204562434122,0.0203235237983166,-0.0885289735296494,0.0208416259309887,507
-0.1029345786299712,0.0212309833799944,-0.0857624785197727,-0.1133117824170809,0.0154943417140115,-0.1201091247593072,0.0155141221354705,-0.1175276281913864,0.0176598397466816,-0.1190909602759647,0.0177438322340928,751
-0.1084418395054779,0.0234810958285642,-0.0816634978443056,-0.1070163165445651,0.0154549906288388,-0.1123251525422044,0.0150390573443479,-0.0995831102705463,0.0197215103706033,-0.0989188858973131,0.0186238068223226,752
-0.1064770548774509,0.0264033820362396,-0.0801917747433997,-0.1006174072455174,0.0173551327257767,-0.1028778433734441,0.0169634597439509,-0.0934661448426164,0.0200999124702904,-0.1023258206849654,0.0187916916966709,753
-0.0938961928441141,0.0212374441399148,-0.0798037572556243,-0.1032886002666955,0.0147202842018945,-0.1110163697853869,0.0146498548166746,-0.1150049589189792,0.019019936530129,-0.1117199192595135,0.0171324360475484,754
-0.0850229562390705,0.0222964744515489,-0.063504855509193,-0.0884351789169169,0.0158877809756327,-0.0951544146739524,0.0158036022181542,-0.1057752574679889,0.0189547000685893,-0.0945441537416806,0.0185618165901653,755
-0.0766135427116629,0.0233019884683168,-0.0642629837946971,-0.0892771578372945,0.0166838422066775,-0.0947534466420573,0.0164316504305431,-0.1039837543712959,0.0220197923874068,-0.0890324026388185,0.0199184917083578,756
-0.1194012718671078,0.0262587597676638,-0.0872782434548099,-0.1116591069812616,0.0155856105299749,-0.1129768913257085,0.0151794774890114,-0.122214236428463,0.019105907166036,-0.117330075325552,0.0182366719310897,757
-0.0963575111090084,0.0224399806012849,-0.0803848111127429,-0.0967650987365263,0.0177507883250239,-0.1010798424766006,0.0177722625402061,-0.1023247704627197,0.0210096539751944,-0.0984225477726289,0.0203126990861727,508
-0.097111427706369,0.0209972432074299,-0.1002091556472662,-0.122158689546262,0.0154051438766302,-0.1376024861531871,0.0153088866827639,-0.1287208850983055,0.0220059894749334,-0.1328201194958403,0.0198884706271084,509
-0.0806510533110032,0.0220327424979781,-0.0549736474933997,-0.0753257317942241,0.0194207499879471,-0.0762312758676252,0.019371355403586,-0.077509006944017,0.0457448442578151,-0.0961533772164828,0.0461151475592709,510
-0.1062061850609962,0.0222067433705549,-0.0858108962498738,-0.1150503539008402,0.0152879013614058,-0.1214029657925297,0.0150289472204925,-0.1131353574879024,0.0165265185052874,-0.1166515022709674,0.0168810788246508,511
-0.1066442739805196,0.0215660471078392,-0.0921113240596202,-0.1145571744142916,0.0167120729238464,-0.1178902463118978,0.0163197691562557,-0.1242067229413947,0.0199013073912273,-0.1191644982280128,0.019176833541175,512
-0.1201384583211332,0.0197214854468076,-0.0989800726217155,-0.1370095453590661,0.0142423577892262,-0.1488852456384875,0.0140670392802375,-0.1499283115235634,0.0171944879621858,-0.1442511734170937,0.0165618546128502,513
-0.1367458904712657,0.0216640333795695,-0.109385979895249,-0.1453637331831485,0.0161490604443574,-0.1542842640643434,0.0156289641985782,-0.1462612527318873,0.0189679853070558,-0.1465921999604896,0.0191553177204789,514
-0.0721045196334655,0.0244977481925753,-0.0600231731525805,-0.0753913507804017,0.0167385532175638,-0.0818319350398781,0.0165745155746738,-0.0786248893599405,0.0207727262534771,-0.0763335486568461,0.0201596514092481,515
-0.1036116466850122,0.0212370067054167,-0.0958018853263537,-0.1225655027846889,0.017306640465797,-0.1297094305445804,0.0163304493129083,-0.1351434035271732,0.0187403740998965,-0.12967645301841,0.0180806334276715,516
-0.1081955635450454,0.0218029134432962,-0.0846743235815538,-0.1185161323135674,0.0154017479565691,-0.1247749116454089,0.0149610061921356,-0.122625427697367,0.0197526069135753,-0.1115990817515706,0.0174633706387333,517
-0.1407729523117387,0.0255868383813273,-0.1045527170586215,-0.1320969066105821,0.0165061403138597,-0.1342627221218215,0.0161774226534975,-0.133387902405595,0.0181412138252924,-0.1376815448541844,0.0180136840259051,518
-0.0760353705373508,0.0212091829833753,-0.0810057004197721,-0.0910809340303376,0.0169231754776783,-0.0942771913609239,0.0169737436015067,-0.1176247203459204,0.0208454835176818,-0.1054798424895976,0.0203868667851078,519
-0.0691279048378456,0.0229287842153972,-0.0489722177359348,-0.078625768095884,0.0159299648978859,-0.0890852673584357,0.0158080121509559,-0.0890227382441953,0.021872874597999,-0.0836252840805203,0.0198830955183136,520
-0.1057964826614468,0.0214448987051899,-0.0956217576435946,-0.1101617742462838,0.017318240375388,-0.1134365657806079,0.0170847656652547,-0.1391191783465878,0.0315076810190788,-0.1014419691408543,0.018094146071043,521
-0.1025446625024985,0.0206926150041964,-0.0878889007616929,-0.1141757230410558,0.0156864177217967,-0.1214983178300668,0.0156532585113194,-0.1248657081169941,0.0191094850683904,-0.114927139914188,0.0183895060747994,522
-0.076115614504339,0.0224506655784861,-0.0713851436051796,-0.0910533967791074,0.0169827432152867,-0.0959112180495543,0.0169531010000954,-0.1124071623719651,0.0234833409261114,-0.0810952083852481,0.0211434732582865,523
-0.1079477628973333,0.0223259660231413,-0.0773086277906904,-0.1104839483577411,0.0157506296233674,-0.1188090843230536,0.0155743587648216,-0.1078096084640491,0.0174400935167769,-0.1138045759860547,0.0172291489128273,524
-0.1231654773558898,0.028664800714232,-0.0822494017178139,-0.1165594645441005,0.0169694592071373,-0.1162840517799285,0.0162981463577574,-0.1322637865901955,0.0244065578849192,-0.0913430001363284,0.0259183679783459,525
-0.0810680391446176,0.02250220390649,-0.0526541970397148,-0.0796808783710961,0.0159624157211122,-0.082830431842722,0.016147452762419,-0.0979341694098759,0.0226466870073161,-0.0926391003740874,0.0195924254946684,526
-0.1139690045172366,0.0215234671562039,-0.0910425903244257,-0.115648524846749,0.0152306035365744,-0.1210686498971792,0.0151826668596101,-0.1224519585718129,0.017848988278678,-0.1199325259646763,0.0177731779038472,527
-0.1124183693372898,0.0218194630143323,-0.0876377301471838,-0.1177679165881759,0.0159467086238382,-0.1249017490816864,0.015801836499209,-0.1206403026416763,0.0242380868036323,-0.1309116953360929,0.0187485687883777,528
-0.0947759839556448,0.0212764628773138,-0.07516092759169,-0.0965538311999226,0.0158467137121876,-0.1010415353634202,0.0158371162124599,-0.1182946246359476,0.021620939818226,-0.113501484229168,0.0187969414104495,529
-0.1105179073856928,0.0218121970400076,-0.0905750826130144,-0.1140004410489474,0.0165565075749337,-0.1181010190504622,0.0164487419820019,-0.1216317760817496,0.019193895768549,-0.11898406769084,0.0180650054133499,530
-0.0980201120599425,0.0243172897892527,-0.084983186661869,-0.1059937427946972,0.0162706558619371,-0.1128529642045549,0.016296749611406,-0.1142368343957612,0.0210262516343488,-0.1140766722801689,0.0200101769002526,531
-0.0890419290218601,0.0217511049186518,-0.0924750391098227,-0.1073136015577991,0.0152293172542562,-0.1151534766545704,0.0152441399958051,-0.1017545123397623,0.022370120353434,-0.1094235264628664,0.0215587721273942,532
-0.0940583870744192,0.024318154636869,-0.0717608930645549,-0.0911168560935341,0.0171402696129604,-0.0946713052200474,0.0167092887723961,-0.0968635705365411,0.0240291560343601,-0.0884650172188988,0.0234608783754121,533
-0.1026254835688531,0.0216584481305354,-0.0821152048978708,-0.1068512901711891,0.0158066704133284,-0.1149480911484499,0.0157670967875454,-0.1184283855395484,0.0186407137883517,-0.113303142893912,0.0208841392849268,534
-0.0783267324282356,0.0228286914730104,-0.0824068163193318,-0.0835512572111992,0.025712729709215,-0.0887130554016353,0.0227562191796587,-0.0946849242542638,0.0313049570972913,-0.0858817160440758,0.0258891520652764,535
-0.1174958487301382,0.0213052804942283,-0.0945602454679978,-0.1203642469307554,0.0159899436975612,-0.1243959070981266,0.0160974475395696,-0.1312908380003604,0.0182654107748218,-0.1353414723538771,0.0176982131615937,536
-0.0758055557835563,0.0199689402278621,-0.0722175370488216,-0.0923740242741921,0.0151904500357555,-0.1023160358510816,0.0152000395221352,-0.1004420150505154,0.0182825575822829,-0.104843716470596,0.0182803512090086,537
-0.0726312252823317,0.0220555795322676,-0.0685300998738773,-0.0825226618329924,0.0163700217425371,-0.0880017496178899,0.0162965161149098,-0.0897069297405117,0.0195593311909633,-0.0813707776554007,0.0185013280344119,538
-0.1186080779549643,0.0234845900696021,-0.0931873171683912,-0.118417578315855,0.0165901689927869,-0.1229705229086226,0.0162615768879377,-0.1467454636898357,0.0220450279321106,-0.1274473629477074,0.019405577681843,539
-0.0854931003466126,0.0251937953016382,-0.0632124348508293,-0.0863359191380869,0.0171414119165686,-0.0891949116531088,0.0172818153467792,-0.0944841904357955,0.0193112728905693,-0.0994672857376079,0.0184828326098518,540
-0.1015039348506258,0.0219819330768587,-0.0941700778362618,-0.117278272309771,0.0162543132062111,-0.1222802169153022,0.0163312089038324,-0.117095288092262,0.0202441681257337,-0.1267681996549967,0.0196490778255939,541
-0.1215098783109297,0.023946822319446,-0.1038443723463687,-0.1214873921853322,0.0168862077145272,-0.1233249769472683,0.0167502821294015,-0.1227976345587755,0.018935360204613,-0.1219689774842732,0.0181746823797428,542
-0.0751757129057187,0.0216103796745588,-0.0676669808406184,-0.0902459846445836,0.0165012547825747,-0.0977471577761473,0.0165766205788445,-0.0908685918603976,0.0190297392241729,-0.0937096995857583,0.0191258876200263,543
-0.0933070995233802,0.0228824167637321,-0.0714281163110371,-0.0997540734971822,0.0167683927932536,-0.1046463359866185,0.0162558393493115,-0.100570414639961,0.019807854515985,-0.1042976736097939,0.0180967118629379,544
-0.11566676704271346,0.022023006621473926,-0.09980673991442396,-0.11896617479961862,0.01598841869881331,-0.1256007754257253,0.01592357790039482,-0.12531450122638996,0.01822374399470235,-0.12117377652841514,0.017877318663310226,545
-0.06193803170640321,0.02303880401486513,-0.06277779204269102,-0.07684454850133116,0.016183242455116726,-0.07935235579991921,0.016050445385463668,-0.07644137831692925,0.02453250033365722,-0.07485083136363523,0.023819854137784514,546
-0.1190311368306329,0.021902197382899904,-0.10129553817669179,-0.11911925204310124,0.015792970215851874,-0.12401346201142358,0.015781838506827413,-0.1231682170686217,0.02581854417545881,-0.1156368007939692,0.026123450579791714,547
-0.10992497375279266,0.020019691973564638,-0.10357568213708934,-0.12177571500243868,0.01739370016800482,-0.1274898138194654,0.01750252359153616,-0.12809440504752034,0.017591525215447556,-0.11888902638323054,0.020206379900317532,548
-0.06800722645345254,0.023508703850311247,-0.05311411789001097,-0.07355863792556294,0.01617132281119746,-0.07922333999358196,0.0158803851353977,-0.0774245879425899,0.01957295386942916,-0.08074900896626055,0.019430896662323192,549
-0.09301386948859355,0.020994441567728738,-0.07093358157597912,-0.09883335011693256,0.016019804248284007,-0.10638611000090945,0.016000995673247222,-0.10578780927104789,0.01886601881797081,-0.10318060652790227,0.018299857060546956,550
-0.09737948582157684,0.022720810894367727,-0.08576367849566013,-0.10443444272167934,0.016641376334386223,-0.11082360339710061,0.0165706935664315,-0.12656673067316535,0.02176718593054721,-0.11178360916109346,0.022206266182574298,551
-0.06961450975801411,0.02108468559781131,-0.06095393642889224,-0.0816757933253655,0.016479617739183224,-0.08622708733543051,0.01670696259874721,-0.13882748806955109,0.04266458074853669,-0.08050015102935675,0.026344153052298435,552
-0.103482266906538,0.02232460215097447,-0.08331594603380185,-0.10909370415871578,0.016022631962598684,-0.11484807972942697,0.015966025333228846,-0.1404405755391963,0.02215729576987712,-0.11753248683849968,0.01798998669529805,553
-0.08302653158271123,0.02034348730841265,-0.09640698775220305,-0.10775365876058587,0.01618096639736844,-0.11462484693417815,0.01686013612652783,-0.11344303778610167,0.019304804081453093,-0.10823710082608307,0.01925829177723481,554
-0.06586837191482192,0.025561953074800303,-0.05033962973256856,-0.07222685612693458,0.017191659479711435,-0.0787383085509518,0.01675983651541411,-0.07237257704398012,0.018791261228453326,-0.07228862334279244,0.01821438554000405,555
-0.10059544171369741,0.0237013304822137,-0.07743471834974744,-0.10692614365172987,0.015597625323449072,-0.1198534705905412,0.015332211735351216,-0.1282638974074807,0.02221661143839215,-0.0995081181181826,0.01845754205374219,556
-0.10259819871976333,0.019502268245492935,-0.09481153983647733,-0.10942305160997144,0.017341466682568793,-0.11201308869879113,0.017157427027911593,-0.12094332517759607,0.019372682809463398,-0.11772380106923332,0.0163258450480611,557
-0.1404445362754823,0.0219128049179705,-0.11892349390248177,-0.14658276114896523,0.015285550379781762,-0.1513974880281037,0.015223344318928567,-0.14535210717278005,0.01764601138997576,-0.1476375045185881,0.01675586883816595,558
