sim_id,true_ey1,true_ey0,true_ate,main_ey1,main_ey0,main_ate,ml_ey1,ml_ey0,ml_ate
1,0.24196779538125127,0.35438457432641024,-0.11241677894515897,0.23096902936845198,0.36156278995168484,-0.13059376058323285,0.25432674031666336,0.3423013003525637,-0.08797456003590032
2,0.2464794342760617,0.34346545945767804,-0.09698602518161634,0.2374170498453881,0.3504452581070235,-0.11302820826163537,0.2625818311732904,0.3285251264760852,-0.0659432953027948
3,0.21591084074903844,0.35189848543836494,-0.1359876446893265,0.20475988941470724,0.3597489098185031,-0.15498902040379586,0.22709023812273177,0.3399741449435639,-0.11288390682083216
4,0.22508940436772135,0.33623597771180086,-0.11114657334407951,0.20852100202400262,0.3466453855891849,-0.13812438356518228,0.24376427386583752,0.32465176085445907,-0.08088748698862155
5,0.269624791703527,0.33466908455438804,-0.06504429285086105,0.25549354706134236,0.34118095783162294,-0.08568741077028058,0.27599934619016797,0.3236837255852745,-0.0476843793951065
6,0.21969024508205875,0.3497914628195755,-0.13010121773751676,0.20534643493034102,0.36011939104378915,-0.15477295611344813,0.2332935827675279,0.3383402493712165,-0.10504666660368858
7,0.23616282021962084,0.33863183300289385,-0.102469012783273,0.2186004682464141,0.34986390378792703,-0.13126343554151293,0.24420394051297695,0.3277058801680954,-0.08350193965511843
8,0.2716519445768528,0.335506718331506,-0.0638547737546532,0.26467355670406406,0.33972640429817635,-0.07505284759411229,0.2795711864669048,0.3266200095938834,-0.047048823126978556
9,0.23492853484213067,0.33350162968135216,-0.0985730948392215,0.2253082501668614,0.33912364221737085,-0.11381539205050945,0.2551525663093382,0.31980695232196393,-0.06465438601262574
10,0.25514846100815247,0.347985538860332,-0.09283707785217954,0.24458160868666895,0.3552801126902188,-0.11069850400354986,0.2745382510551171,0.33595639094511986,-0.061418139890002776
11,0.2177347066116544,0.32495205433599417,-0.10721734772433977,0.20195066055889363,0.3336658062749872,-0.13171514571609358,0.2283608546203459,0.31167315270658164,-0.08331229808623575
12,0.23230964731180415,0.338052628744939,-0.10574298143313487,0.21885810952857546,0.34647614782038216,-0.1276180382918067,0.24866500367718217,0.3259229774415696,-0.07725797376438745
13,0.1977978870866792,0.3490909877783751,-0.1512931006916959,0.18138137145869207,0.3629627171246728,-0.18158134566598075,0.2110530128471067,0.3348863660491277,-0.12383335320202099
14,0.237594117686786,0.32755049045456563,-0.08995637276777962,0.2220817496958529,0.33622864926678026,-0.11414689957092736,0.25165435501353717,0.3148975795691452,-0.06324322455560805
15,0.2554899744381834,0.34812345905333114,-0.09263348461514775,0.24422730916787797,0.35440007576583404,-0.11017276659795608,0.27366133557961364,0.33514242004126654,-0.0614810844616529
16,0.2539287189423681,0.33973752111073,-0.0858088021683619,0.23594072194314414,0.35076039280098187,-0.11481967085783773,0.2666402061002654,0.32749029168238547,-0.06085008558212007
17,0.2603154254983039,0.3365066217900811,-0.07619119629177723,0.24847026018233373,0.34258999842333726,-0.09411973824100353,0.2600392169380711,0.32868877962397747,-0.06864956268590638
18,0.24063157085272296,0.34552601263806865,-0.10489444178534568,0.2255064744570972,0.354264327818352,-0.12875785336125478,0.2448755941625944,0.32975045127953556,-0.08487485711694115
19,0.232924703936631,0.32910411636865133,-0.09617941243202033,0.21979430300024064,0.3377076685306856,-0.11791336553044499,0.24219799958532173,0.32013971252679063,-0.0779417129414689
20,0.24685733763484044,0.343153994372696,-0.09629665673785556,0.23352442739237905,0.34999412416921544,-0.11646969677683638,0.26566045010911316,0.33257168139472754,-0.06691123128561438
21,0.23610216954672414,0.3626761446324322,-0.12657397508570806,0.2214282587237066,0.3726161210780134,-0.15118786235430678,0.24473382657240608,0.3489436816221239,-0.10420985504971783
22,0.22905620566155502,0.33603254993917875,-0.10697634427762373,0.21190550579891745,0.34528096910260697,-0.13337546330368952,0.236804570903249,0.32480631855379916,-0.08800174765055016
23,0.23408016880151836,0.3451787892615123,-0.11109862045999394,0.2156868947972049,0.3554968975270752,-0.1398100027298703,0.24239114753942756,0.33219622373422353,-0.08980507619479597
24,0.2443621841490708,0.34156567924055875,-0.09720349509148796,0.23201184889331117,0.34985949322568194,-0.11784764433237077,0.25516164425340154,0.32803249433319215,-0.0728708500797906
