sim_id,true_ey1,true_ey0,true_ate,main_ey1,main_ey0,main_ate,ml_ey1,ml_ey0,ml_ate
1,0.2514242555847781,0.34808819723186907,-0.09666394164709097,0.24061187569774642,0.35418284598049316,-0.11357097028274674,0.27772348744503667,0.3326854676043652,-0.054961980159328516
2,0.26132589199613776,0.3416779949877379,-0.08035210299160012,0.24858951758771325,0.3492816174171599,-0.10069209982944666,0.2786466176518427,0.33007957151167194,-0.05143295385982927
3,0.24511312710866295,0.3509699697509059,-0.10585684264224293,0.23224229129801668,0.35729167596892514,-0.12504938467090845,0.27253004369673894,0.3375998122123799,-0.06506976851564095
4,0.21830957435113596,0.3444375278447963,-0.12612795349366035,0.19698219801949565,0.3564171296990886,-0.15943493167959297,0.23348902395817978,0.32993362160787654,-0.09644459764969676
5,0.2717357674543063,0.32441918862181174,-0.05268342116750546,0.2603957634591586,0.3291121231337719,-0.06871635967461331,0.2930880097369449,0.312038463632255,-0.018950453895310138
6,0.2571961051428533,0.3557060921108811,-0.09850998696802782,0.23846958878406332,0.3663504855651335,-0.12788089678107017,0.2812448005130835,0.3434917986538336,-0.06224699814075013
7,0.24082048751397156,0.3407392741891778,-0.09991878667520626,0.2247977926850803,0.3512084078354928,-0.1264106151504125,0.26611761250726296,0.32568179165042715,-0.0595641791431642
8,0.25916372388768044,0.3543178338529041,-0.09515410996522367,0.2528643042289772,0.3579632637571102,-0.10509895952813297,0.2827926549541559,0.3407514401000018,-0.057958785145845904
9,0.2234325275808215,0.35263793245090613,-0.12920540487008464,0.21659180267732078,0.3569039251646458,-0.14031212248732503,0.2599580643348536,0.33408128650196517,-0.07412322216711159
10,0.27201171879796904,0.33611552048903554,-0.0641038016910665,0.26282060126559087,0.34271453671374863,-0.07989393544815776,0.2920263564792041,0.3254602630858103,-0.03343390660660617
11,0.2302962460807693,0.3200722961945448,-0.08977605011377551,0.21436427272322775,0.3266919998611097,-0.11232772713788194,0.2498827536714372,0.30426929505545053,-0.05438654138401333
12,0.2247094134386429,0.3537050144167732,-0.12899560097813031,0.21122028985167685,0.36350191582664887,-0.15228162597497202,0.24244623335171903,0.34154258470734955,-0.09909635135563052
13,0.17823522567647462,0.36033531314860584,-0.18210008747213122,0.16210014915604157,0.37462728733101963,-0.21252713817497806,0.20169868261023297,0.3408088635458745,-0.1391101809356415
14,0.23073094835571134,0.32103383906446165,-0.0903028907087503,0.21845488315257064,0.3278322070127932,-0.10937732386022256,0.2641405987523954,0.3028045552363387,-0.03866395648394333
15,0.2568019552215584,0.37881812327073006,-0.12201616804917165,0.24607498665958608,0.38590337455502366,-0.13982838789543758,0.28082921175686687,0.36358396935515946,-0.0827547575982926
16,0.23443777650319206,0.3506449721993193,-0.11620719569612722,0.21807400113658687,0.3617232919610045,-0.14364929082441763,0.25799290511269446,0.3333168922608125,-0.07532398714811805
17,0.25764112406249856,0.32128486111547944,-0.06364373705298088,0.24280877029406642,0.32871409869785095,-0.08590532840378454,0.2655592580811391,0.31464185411083206,-0.04908259602969295
18,0.2616689881050926,0.3521390134757614,-0.09047002537066878,0.24671809558632396,0.36081801603435654,-0.11409992044803258,0.28083975592839255,0.335089701016918,-0.05424994508852543
19,0.23308900342329875,0.3330102357353728,-0.09992123231207406,0.22075674048664215,0.33962420161159773,-0.11886746112495558,0.24714450848876027,0.3214443788493196,-0.07429987036055932
20,0.23983184832806373,0.34818251015764506,-0.10835066182958134,0.22596790591947952,0.3555356254802693,-0.12956771956078977,0.27044170638113907,0.33638245164050473,-0.06594074525936566
21,0.2115695879172838,0.34952344407543784,-0.13795385615815403,0.19864405620781583,0.35883141449126726,-0.16018735828345143,0.23391234670097621,0.33476972251523207,-0.10085737581425586
22,0.22843386469947405,0.3360804304440482,-0.10764656574457412,0.21107259710900317,0.3462688611679439,-0.13519626405894075,0.24342463664308048,0.32418982282478825,-0.08076518618170778
23,0.24102459993648878,0.35221503120449527,-0.11119043126800648,0.21805628293275395,0.36481671223258627,-0.14676042929983232,0.24835794491810256,0.3417618604237292,-0.09340391550562663
24,0.26090177351769483,0.3420872788496943,-0.08118550533199947,0.2514427750577256,0.3488199959727264,-0.09737722091500078,0.2851994393232026,0.327372947377445,-0.042173508054242415
25,0.2036157790700303,0.3520456804098509,-0.1484299013398206,0.19676031166759458,0.3596278649743202,-0.16286755330672562,0.2373767952461245,0.3379941595740428,-0.10061736432791826
26,0.23729162809730375,0.3422255703307005,-0.10493394223339675,0.22074363207607833,0.3516154564206178,-0.13087182434453948,0.26017180453911865,0.3255444401883045,-0.06537263564918583
